"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DID5CGNJ","preprint","2017","Bau, David; Zhou, Bolei; Khosla, Aditya; Oliva, Aude; Torralba, Antonio","Network Dissection: Quantifying Interpretability of Deep Visual Representations","","","","10.48550/arXiv.1704.05796","http://arxiv.org/abs/1704.05796","We propose a general framework called Network Dissection for quantifying the interpretability of latent representations of CNNs by evaluating the alignment between individual hidden units and a set of semantic concepts. Given any CNN model, the proposed method draws on a broad data set of visual concepts to score the semantics of hidden units at each intermediate convolutional layer. The units with semantics are given labels across a range of objects, parts, scenes, textures, materials, and colors. We use the proposed method to test the hypothesis that interpretability of units is equivalent to random linear combinations of units, then we apply our method to compare the latent representations of various networks when trained to solve different supervised and self-supervised training tasks. We further analyze the effect of training iterations, compare networks trained with different initializations, examine the impact of network depth and width, and measure the effect of dropout and batch normalization on the interpretability of deep visual representations. We demonstrate that the proposed method can shed light on characteristics of CNN models and training methods that go beyond measurements of their discriminative power.","2017-04-19","2022-11-24 09:23:53","2022-11-24 09:23:53","2022-11-24 09:23:53","","","","","","","Network Dissection","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1704.05796 [cs]","","/Users/eragon/Zotero/storage/EDW6KRBC/Bau et al. - 2017 - Network Dissection Quantifying Interpretability o.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; I.2.10","","","","","","","","","","","","","","","","","","","arXiv:1704.05796","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3VRTZJV","preprint","2019","Fong, Ruth; Patrick, Mandela; Vedaldi, Andrea","Understanding Deep Networks via Extremal Perturbations and Smooth Masks","","","","10.48550/arXiv.1910.08485","http://arxiv.org/abs/1910.08485","The problem of attribution is concerned with identifying the parts of an input that are responsible for a model's output. An important family of attribution methods is based on measuring the effect of perturbations applied to the input. In this paper, we discuss some of the shortcomings of existing approaches to perturbation analysis and address them by introducing the concept of extremal perturbations, which are theoretically grounded and interpretable. We also introduce a number of technical innovations to compute extremal perturbations, including a new area constraint and a parametric family of smooth perturbations, which allow us to remove all tunable hyper-parameters from the optimization problem. We analyze the effect of perturbations as a function of their area, demonstrating excellent sensitivity to the spatial properties of the deep neural network under stimulation. We also extend perturbation analysis to the intermediate layers of a network. This application allows us to identify the salient channels necessary for classification, which, when visualized using feature inversion, can be used to elucidate model behavior. Lastly, we introduce TorchRay, an interpretability library built on PyTorch.","2019-10-18","2022-11-24 09:24:00","2022-11-24 09:24:00","2022-11-24 09:24:00","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1910.08485 [cs, stat]","","/Users/eragon/Zotero/storage/FDMYY4EH/Fong et al. - 2019 - Understanding Deep Networks via Extremal Perturbat.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1910.08485","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVBS2UB4","journalArticle","2018","Montavon, Grégoire; Samek, Wojciech; Müller, Klaus-Robert","Methods for Interpreting and Understanding Deep Neural Networks","Digital Signal Processing","","10512004","10.1016/j.dsp.2017.10.011","http://arxiv.org/abs/1706.07979","This paper provides an entry point to the problem of interpreting a deep neural network model and explaining its predictions. It is based on a tutorial given at ICASSP 2017. It introduces some recently proposed techniques of interpretation, along with theory, tricks and recommendations, to make most efficient use of these techniques on real data. It also discusses a number of practical applications.","2018-02","2022-11-24 09:24:05","2022-11-24 09:24:05","2022-11-24 09:24:05","1-15","","","73","","Digital Signal Processing","","","","","","","","","","","","","arXiv.org","","arXiv:1706.07979 [cs, stat]","","/Users/eragon/Zotero/storage/R96FQEWE/Montavon et al. - 2018 - Methods for Interpreting and Understanding Deep Ne.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQVXDHR8","preprint","2017","Miller, Tim; Howe, Piers; Sonenberg, Liz","Explainable AI: Beware of Inmates Running the Asylum Or: How I Learnt to Stop Worrying and Love the Social and Behavioural Sciences","","","","10.48550/arXiv.1712.00547","http://arxiv.org/abs/1712.00547","In his seminal book `The Inmates are Running the Asylum: Why High-Tech Products Drive Us Crazy And How To Restore The Sanity' [2004, Sams Indianapolis, IN, USA], Alan Cooper argues that a major reason why software is often poorly designed (from a user perspective) is that programmers are in charge of design decisions, rather than interaction designers. As a result, programmers design software for themselves, rather than for their target audience, a phenomenon he refers to as the `inmates running the asylum'. This paper argues that explainable AI risks a similar fate. While the re-emergence of explainable AI is positive, this paper argues most of us as AI researchers are building explanatory agents for ourselves, rather than for the intended users. But explainable AI is more likely to succeed if researchers and practitioners understand, adopt, implement, and improve models from the vast and valuable bodies of research in philosophy, psychology, and cognitive science, and if evaluation of these models is focused more on people than on technology. From a light scan of literature, we demonstrate that there is considerable scope to infuse more results from the social and behavioural sciences into explainable AI, and present some key results from these fields that are relevant to explainable AI.","2017-12-04","2022-11-24 09:24:13","2022-11-24 09:24:13","2022-11-24 09:24:13","","","","","","","Explainable AI","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1712.00547 [cs]","","/Users/eragon/Zotero/storage/9W8R7Q8N/Miller et al. - 2017 - Explainable AI Beware of Inmates Running the Asyl.pdf","","","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:1712.00547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79XM8CGG","preprint","2019","Gilpin, Leilani H.; Bau, David; Yuan, Ben Z.; Bajwa, Ayesha; Specter, Michael; Kagal, Lalana","Explaining Explanations: An Overview of Interpretability of Machine Learning","","","","10.48550/arXiv.1806.00069","http://arxiv.org/abs/1806.00069","There has recently been a surge of work in explanatory artificial intelligence (XAI). This research area tackles the important problem that complex machines and algorithms often cannot provide insights into their behavior and thought processes. XAI allows users and parts of the internal system to be more transparent, providing explanations of their decisions in some level of detail. These explanations are important to ensure algorithmic fairness, identify potential bias/problems in the training data, and to ensure that the algorithms perform as expected. However, explanations produced by these systems is neither standardized nor systematically assessed. In an effort to create best practices and identify open challenges, we provide our definition of explainability and show how it can be used to classify existing literature. We discuss why current approaches to explanatory methods especially for deep neural networks are insufficient. Finally, based on our survey, we conclude with suggested future research directions for explanatory artificial intelligence.","2019-02-03","2022-11-24 09:24:19","2022-11-24 09:24:19","2022-11-24 09:24:19","","","","","","","Explaining Explanations","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1806.00069 [cs, stat]","","/Users/eragon/Zotero/storage/MZWDDSBU/Gilpin et al. - 2019 - Explaining Explanations An Overview of Interpreta.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1806.00069","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PW5XU2YW","preprint","2019","Arrieta, Alejandro Barredo; Díaz-Rodríguez, Natalia; Del Ser, Javier; Bennetot, Adrien; Tabik, Siham; Barbado, Alberto; García, Salvador; Gil-López, Sergio; Molina, Daniel; Benjamins, Richard; Chatila, Raja; Herrera, Francisco","Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI","","","","10.48550/arXiv.1910.10045","http://arxiv.org/abs/1910.10045","In the last years, Artificial Intelligence (AI) has achieved a notable momentum that may deliver the best of expectations over many application sectors across the field. For this to occur, the entire community stands in front of the barrier of explainability, an inherent problem of AI techniques brought by sub-symbolism (e.g. ensembles or Deep Neural Networks) that were not present in the last hype of AI. Paradigms underlying this problem fall within the so-called eXplainable AI (XAI) field, which is acknowledged as a crucial feature for the practical deployment of AI models. This overview examines the existing literature in the field of XAI, including a prospect toward what is yet to be reached. We summarize previous efforts to define explainability in Machine Learning, establishing a novel definition that covers prior conceptual propositions with a major focus on the audience for which explainability is sought. We then propose and discuss about a taxonomy of recent contributions related to the explainability of different Machine Learning models, including those aimed at Deep Learning methods for which a second taxonomy is built. This literature analysis serves as the background for a series of challenges faced by XAI, such as the crossroads between data fusion and explainability. Our prospects lead toward the concept of Responsible Artificial Intelligence, namely, a methodology for the large-scale implementation of AI methods in real organizations with fairness, model explainability and accountability at its core. Our ultimate goal is to provide newcomers to XAI with a reference material in order to stimulate future research advances, but also to encourage experts and professionals from other disciplines to embrace the benefits of AI in their activity sectors, without any prior bias for its lack of interpretability.","2019-12-26","2022-11-24 09:24:22","2022-11-24 09:24:22","2022-11-24 09:24:22","","","","","","","Explainable Artificial Intelligence (XAI)","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1910.10045 [cs]","","/Users/eragon/Zotero/storage/24ZS9T3Q/Arrieta et al. - 2019 - Explainable Artificial Intelligence (XAI) Concept.pdf; /Users/eragon/Zotero/storage/DPZTMKX5/Arrieta et al. - 2019 - Explainable Artificial Intelligence (XAI) Concept.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1910.10045","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7TGP9N6","preprint","2019","Mueller, Shane T.; Hoffman, Robert R.; Clancey, William; Emrey, Abigail; Klein, Gary","Explanation in Human-AI Systems: A Literature Meta-Review, Synopsis of Key Ideas and Publications, and Bibliography for Explainable AI","","","","10.48550/arXiv.1902.01876","http://arxiv.org/abs/1902.01876","This is an integrative review that address the question, ""What makes for a good explanation?"" with reference to AI systems. Pertinent literatures are vast. Thus, this review is necessarily selective. That said, most of the key concepts and issues are expressed in this Report. The Report encapsulates the history of computer science efforts to create systems that explain and instruct (intelligent tutoring systems and expert systems). The Report expresses the explainability issues and challenges in modern AI, and presents capsule views of the leading psychological theories of explanation. Certain articles stand out by virtue of their particular relevance to XAI, and their methods, results, and key points are highlighted. It is recommended that AI/XAI researchers be encouraged to include in their research reports fuller details on their empirical or experimental methods, in the fashion of experimental psychology research reports: details on Participants, Instructions, Procedures, Tasks, Dependent Variables (operational definitions of the measures and metrics), Independent Variables (conditions), and Control Conditions.","2019-02-05","2022-11-24 09:24:26","2022-11-24 09:24:26","2022-11-24 09:24:26","","","","","","","Explanation in Human-AI Systems","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1902.01876 [cs]","","/Users/eragon/Zotero/storage/6X7WSPJM/Mueller et al. - 2019 - Explanation in Human-AI Systems A Literature Meta.pdf; /Users/eragon/Zotero/storage/YS246RSU/Mueller et al. - 2019 - Explanation in Human-AI Systems A Literature Meta.pdf","","","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:1902.01876","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EH2UY538","preprint","2019","Dombrowski, Ann-Kathrin; Alber, Maximilian; Anders, Christopher J.; Ackermann, Marcel; Müller, Klaus-Robert; Kessel, Pan","Explanations can be manipulated and geometry is to blame","","","","10.48550/arXiv.1906.07983","http://arxiv.org/abs/1906.07983","Explanation methods aim to make neural networks more trustworthy and interpretable. In this paper, we demonstrate a property of explanation methods which is disconcerting for both of these purposes. Namely, we show that explanations can be manipulated arbitrarily by applying visually hardly perceptible perturbations to the input that keep the network's output approximately constant. We establish theoretically that this phenomenon can be related to certain geometrical properties of neural networks. This allows us to derive an upper bound on the susceptibility of explanations to manipulations. Based on this result, we propose effective mechanisms to enhance the robustness of explanations.","2019-09-25","2022-11-24 09:24:31","2022-11-24 09:24:31","2022-11-24 09:24:31","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1906.07983 [cs, stat]","","/Users/eragon/Zotero/storage/9FUQAKVN/Dombrowski et al. - 2019 - Explanations can be manipulated and geometry is to.pdf; /Users/eragon/Zotero/storage/YI5IAMS5/Dombrowski et al. - 2019 - Explanations can be manipulated and geometry is to.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:1906.07983","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AA8BS2H","preprint","2018","Mudrakarta, Pramod Kaushik; Taly, Ankur; Sundararajan, Mukund; Dhamdhere, Kedar","Did the Model Understand the Question?","","","","10.48550/arXiv.1805.05492","http://arxiv.org/abs/1805.05492","We analyze state-of-the-art deep learning models for three tasks: question answering on (1) images, (2) tables, and (3) passages of text. Using the notion of \emph{attribution} (word importance), we find that these deep networks often ignore important question terms. Leveraging such behavior, we perturb questions to craft a variety of adversarial examples. Our strongest attacks drop the accuracy of a visual question answering model from $61.1\%$ to $19\%$, and that of a tabular question answering model from $33.5\%$ to $3.3\%$. Additionally, we show how attributions can strengthen attacks proposed by Jia and Liang (2017) on paragraph comprehension models. Our results demonstrate that attributions can augment standard measures of accuracy and empower investigation of model performance. When a model is accurate but for the wrong reasons, attributions can surface erroneous logic in the model that indicates inadequacies in the test data.","2018-05-14","2022-11-28 10:55:02","2022-11-28 10:55:02","2022-11-28 10:55:02","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1805.05492 [cs]","","/Users/eragon/Zotero/storage/87TE479A/Mudrakarta et al. - 2018 - Did the Model Understand the Question.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:1805.05492","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJFVH27H","preprint","2017","Smilkov, Daniel; Thorat, Nikhil; Kim, Been; Viégas, Fernanda; Wattenberg, Martin","SmoothGrad: removing noise by adding noise","","","","10.48550/arXiv.1706.03825","http://arxiv.org/abs/1706.03825","Explaining the output of a deep network remains a challenge. In the case of an image classifier, one type of explanation is to identify pixels that strongly influence the final decision. A starting point for this strategy is the gradient of the class score function with respect to the input image. This gradient can be interpreted as a sensitivity map, and there are several techniques that elaborate on this basic idea. This paper makes two contributions: it introduces SmoothGrad, a simple method that can help visually sharpen gradient-based sensitivity maps, and it discusses lessons in the visualization of these maps. We publish the code for our experiments and a website with our results.","2017-06-12","2022-11-28 10:55:07","2022-11-28 10:55:07","2022-11-28 10:55:07","","","","","","","SmoothGrad","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1706.03825 [cs, stat]","","/Users/eragon/Zotero/storage/YCR6ABCK/Smilkov et al. - 2017 - SmoothGrad removing noise by adding noise.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1706.03825","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5ASCXEV","preprint","2020","Adebayo, Julius; Gilmer, Justin; Muelly, Michael; Goodfellow, Ian; Hardt, Moritz; Kim, Been","Sanity Checks for Saliency Maps","","","","10.48550/arXiv.1810.03292","http://arxiv.org/abs/1810.03292","Saliency methods have emerged as a popular tool to highlight features in an input deemed relevant for the prediction of a learned model. Several saliency methods have been proposed, often guided by visual appeal on image data. In this work, we propose an actionable methodology to evaluate what kinds of explanations a given method can and cannot provide. We find that reliance, solely, on visual assessment can be misleading. Through extensive experiments we show that some existing saliency methods are independent both of the model and of the data generating process. Consequently, methods that fail the proposed tests are inadequate for tasks that are sensitive to either data or model, such as, finding outliers in the data, explaining the relationship between inputs and outputs that the model learned, and debugging the model. We interpret our findings through an analogy with edge detection in images, a technique that requires neither training data nor model. Theory in the case of a linear model and a single-layer convolutional neural network supports our experimental findings.","2020-11-06","2022-11-28 10:55:11","2022-11-28 10:55:11","2022-11-28 10:55:11","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1810.03292 [cs, stat]","","/Users/eragon/Zotero/storage/DJDSS9U5/Adebayo et al. - 2020 - Sanity Checks for Saliency Maps.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1810.03292","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36PS9CTG","preprint","2018","Dhamdhere, Kedar; Sundararajan, Mukund; Yan, Qiqi","How Important Is a Neuron?","","","","10.48550/arXiv.1805.12233","http://arxiv.org/abs/1805.12233","The problem of attributing a deep network's prediction to its \emph{input/base} features is well-studied. We introduce the notion of \emph{conductance} to extend the notion of attribution to the understanding the importance of \emph{hidden} units. Informally, the conductance of a hidden unit of a deep network is the \emph{flow} of attribution via this hidden unit. We use conductance to understand the importance of a hidden unit to the prediction for a specific input, or over a set of inputs. We evaluate the effectiveness of conductance in multiple ways, including theoretical properties, ablation studies, and a feature selection task. The empirical evaluations are done using the Inception network over ImageNet data, and a sentiment analysis network over reviews. In both cases, we demonstrate the effectiveness of conductance in identifying interesting insights about the internal workings of these networks.","2018-05-30","2022-11-28 10:55:14","2022-11-28 10:55:14","2022-11-28 10:55:14","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1805.12233 [cs, stat]","","/Users/eragon/Zotero/storage/RBRVP5KX/Dhamdhere et al. - 2018 - How Important Is a Neuron.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1805.12233","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTULG3YW","preprint","2018","Shrikumar, Avanti; Su, Jocelin; Kundaje, Anshul","Computationally Efficient Measures of Internal Neuron Importance","","","","10.48550/arXiv.1807.09946","http://arxiv.org/abs/1807.09946","The challenge of assigning importance to individual neurons in a network is of interest when interpreting deep learning models. In recent work, Dhamdhere et al. proposed Total Conductance, a ""natural refinement of Integrated Gradients"" for attributing importance to internal neurons. Unfortunately, the authors found that calculating conductance in tensorflow required the addition of several custom gradient operators and did not scale well. In this work, we show that the formula for Total Conductance is mathematically equivalent to Path Integrated Gradients computed on a hidden layer in the network. We provide a scalable implementation of Total Conductance using standard tensorflow gradient operators that we call Neuron Integrated Gradients. We compare Neuron Integrated Gradients to DeepLIFT, a pre-existing computationally efficient approach that is applicable to calculating internal neuron importance. We find that DeepLIFT produces strong empirical results and is faster to compute, but because it lacks the theoretical properties of Neuron Integrated Gradients, it may not always be preferred in practice. Colab notebook reproducing results: http://bit.ly/neuronintegratedgradients","2018-07-25","2022-11-28 10:55:17","2022-11-28 10:55:17","2022-11-28 10:55:17","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1807.09946 [cs, stat]","","/Users/eragon/Zotero/storage/MZVID3Y2/Shrikumar et al. - 2018 - Computationally Efficient Measures of Internal Neu.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1807.09946","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBJURMLT","preprint","2019","Shrikumar, Avanti; Greenside, Peyton; Kundaje, Anshul","Learning Important Features Through Propagating Activation Differences","","","","10.48550/arXiv.1704.02685","http://arxiv.org/abs/1704.02685","The purported ""black box"" nature of neural networks is a barrier to adoption in applications where interpretability is essential. Here we present DeepLIFT (Deep Learning Important FeaTures), a method for decomposing the output prediction of a neural network on a specific input by backpropagating the contributions of all neurons in the network to every feature of the input. DeepLIFT compares the activation of each neuron to its 'reference activation' and assigns contribution scores according to the difference. By optionally giving separate consideration to positive and negative contributions, DeepLIFT can also reveal dependencies which are missed by other approaches. Scores can be computed efficiently in a single backward pass. We apply DeepLIFT to models trained on MNIST and simulated genomic data, and show significant advantages over gradient-based methods. Video tutorial: http://goo.gl/qKb7pL, ICML slides: bit.ly/deeplifticmlslides, ICML talk: https://vimeo.com/238275076, code: http://goo.gl/RM8jvH.","2019-10-12","2022-11-28 10:55:20","2022-11-28 10:55:20","2022-11-28 10:55:20","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1704.02685 [cs]","","/Users/eragon/Zotero/storage/CSAZYN2B/Shrikumar et al. - 2019 - Learning Important Features Through Propagating Ac.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1704.02685","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2F5V86ZN","conferencePaper","2017","Lundberg, Scott M; Lee, Su-In","A Unified Approach to Interpreting Model Predictions","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper/2017/hash/8a20a8621978632d76c43dfd28b67767-Abstract.html","Understanding why a model makes a certain prediction can be as crucial as the prediction's accuracy in many applications. However, the highest accuracy for large modern datasets is often achieved by complex models that even experts struggle to interpret, such as ensemble or deep learning models, creating a tension between accuracy and interpretability. In response, various methods have recently been proposed to help users interpret the predictions of complex models, but it is often unclear how these methods are related and when one method is preferable over another. To address this problem, we present a unified framework for interpreting predictions, SHAP (SHapley Additive exPlanations). SHAP assigns each feature an importance value for a particular prediction. Its novel components include: (1) the identification of a new class of additive feature importance measures, and (2) theoretical results showing there is a unique solution in this class with a set of desirable properties. The new class unifies six existing methods, notable because several recent methods in the class lack the proposed desirable properties. Based on insights from this unification, we present new methods that show improved computational performance and/or better consistency with human intuition than previous approaches.","2017","2022-11-28 10:55:42","2022-11-28 10:55:42","2022-11-28 10:55:42","","","","30","","","","","","","","Curran Associates, Inc.","","","","","","","Neural Information Processing Systems","","","","/Users/eragon/Zotero/storage/H2QC8KUK/Lundberg and Lee - 2017 - A Unified Approach to Interpreting Model Predictio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRSEHQ2L","preprint","2018","Leino, Klas; Sen, Shayak; Datta, Anupam; Fredrikson, Matt; Li, Linyi","Influence-Directed Explanations for Deep Convolutional Networks","","","","10.48550/arXiv.1802.03788","http://arxiv.org/abs/1802.03788","We study the problem of explaining a rich class of behavioral properties of deep neural networks. Distinctively, our influence-directed explanations approach this problem by peering inside the network to identify neurons with high influence on a quantity and distribution of interest, using an axiomatically-justified influence measure, and then providing an interpretation for the concepts these neurons represent. We evaluate our approach by demonstrating a number of its unique capabilities on convolutional neural networks trained on ImageNet. Our evaluation demonstrates that influence-directed explanations (1) identify influential concepts that generalize across instances, (2) can be used to extract the ""essence"" of what the network learned about a class, and (3) isolate individual features the network uses to make decisions and distinguish related classes.","2018-11-13","2022-11-28 10:55:46","2022-11-28 10:55:46","2022-11-28 10:55:46","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1802.03788 [cs, stat]","","/Users/eragon/Zotero/storage/KSZYTVZ2/Leino et al. - 2018 - Influence-Directed Explanations for Deep Convoluti.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1802.03788","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHLL5HNL","preprint","2014","Simonyan, Karen; Vedaldi, Andrea; Zisserman, Andrew","Deep Inside Convolutional Networks: Visualising Image Classification Models and Saliency Maps","","","","10.48550/arXiv.1312.6034","http://arxiv.org/abs/1312.6034","This paper addresses the visualisation of image classification models, learnt using deep Convolutional Networks (ConvNets). We consider two visualisation techniques, based on computing the gradient of the class score with respect to the input image. The first one generates an image, which maximises the class score [Erhan et al., 2009], thus visualising the notion of the class, captured by a ConvNet. The second technique computes a class saliency map, specific to a given image and class. We show that such maps can be employed for weakly supervised object segmentation using classification ConvNets. Finally, we establish the connection between the gradient-based ConvNet visualisation methods and deconvolutional networks [Zeiler et al., 2013].","2014-04-19","2022-11-28 10:55:49","2022-11-28 10:55:49","2022-11-28 10:55:49","","","","","","","Deep Inside Convolutional Networks","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1312.6034 [cs]","","/Users/eragon/Zotero/storage/PXVDTL4R/Simonyan et al. - 2014 - Deep Inside Convolutional Networks Visualising Im.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1312.6034","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4V7RT5E","preprint","2013","Zeiler, Matthew D.; Fergus, Rob","Visualizing and Understanding Convolutional Networks","","","","10.48550/arXiv.1311.2901","http://arxiv.org/abs/1311.2901","Large Convolutional Network models have recently demonstrated impressive classification performance on the ImageNet benchmark. However there is no clear understanding of why they perform so well, or how they might be improved. In this paper we address both issues. We introduce a novel visualization technique that gives insight into the function of intermediate feature layers and the operation of the classifier. We also perform an ablation study to discover the performance contribution from different model layers. This enables us to find model architectures that outperform Krizhevsky \etal on the ImageNet classification benchmark. We show our ImageNet model generalizes well to other datasets: when the softmax classifier is retrained, it convincingly beats the current state-of-the-art results on Caltech-101 and Caltech-256 datasets.","2013-11-28","2022-11-28 10:55:55","2022-11-28 10:55:55","2022-11-28 10:55:55","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1311.2901 [cs]","","/Users/eragon/Zotero/storage/TCYYQIJB/Zeiler and Fergus - 2013 - Visualizing and Understanding Convolutional Networ.pdf; /Users/eragon/Zotero/storage/G7Z6NFNF/Zeiler and Fergus - 2013 - Visualizing and Understanding Convolutional Networ.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1311.2901","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CCR6JL7","preprint","2019","Yeh, Chih-Kuan; Hsieh, Cheng-Yu; Suggala, Arun Sai; Inouye, David I.; Ravikumar, Pradeep","On the (In)fidelity and Sensitivity for Explanations","","","","10.48550/arXiv.1901.09392","http://arxiv.org/abs/1901.09392","We consider objective evaluation measures of saliency explanations for complex black-box machine learning models. We propose simple robust variants of two notions that have been considered in recent literature: (in)fidelity, and sensitivity. We analyze optimal explanations with respect to both these measures, and while the optimal explanation for sensitivity is a vacuous constant explanation, the optimal explanation for infidelity is a novel combination of two popular explanation methods. By varying the perturbation distribution that defines infidelity, we obtain novel explanations by optimizing infidelity, which we show to out-perform existing explanations in both quantitative and qualitative measurements. Another salient question given these measures is how to modify any given explanation to have better values with respect to these measures. We propose a simple modification based on lowering sensitivity, and moreover show that when done appropriately, we could simultaneously improve both sensitivity as well as fidelity.","2019-11-03","2022-11-28 10:56:20","2022-11-28 10:56:20","2022-11-28 10:56:20","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1901.09392 [cs, stat]","","/Users/eragon/Zotero/storage/PEVB52S7/Yeh et al. - 2019 - On the (In)fidelity and Sensitivity for Explanatio.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1901.09392","","","","","","","","","","","","","","","","","","","","","","","","","","",""
